City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
173,Floro,NO,2021-12-20 23:31:39,61.5996,5.0328,34.97,100,90,6.91
174,Mehamn,NO,2021-12-20 23:31:40,71.0357,27.8492,21.42,69,100,3.31
175,Hobart,AU,2021-12-20 23:30:03,-42.8794,147.3294,64.26,45,40,21.85
176,Charlestown,AU,2021-12-20 23:31:40,-32.95,151.6667,90.01,70,2,1.01
177,Cayenne,GF,2021-12-20 23:31:40,4.9333,-52.3333,82.09,83,0,4.0
178,Srednekolymsk,RU,2021-12-20 23:32:41,67.45,153.6833,-17.25,97,100,18.32
179,Missoula,US,2021-12-20 23:32:41,47.0166,-113.8009,22.1,90,100,3.69
180,Lat Yao,TH,2021-12-20 23:32:41,15.751,99.7893,65.26,80,80,2.57
181,Touros,BR,2021-12-20 23:32:42,-5.1989,-35.4608,83.3,77,67,14.09
182,Ponta Do Sol,PT,2021-12-20 23:32:42,32.6667,-17.1,70.0,93,92,19.22
183,Brownwood,US,2021-12-20 23:32:00,31.7093,-98.9912,61.92,38,1,7.09
184,Katsuura,JP,2021-12-20 23:32:42,35.1333,140.3,42.91,64,0,2.48
185,Alexandria,EG,2021-12-20 23:32:43,31.2156,29.9553,58.98,67,85,21.05
186,Gari,RU,2021-12-20 23:32:43,59.4307,62.3497,10.83,96,100,3.04
187,North Platte,US,2021-12-20 23:31:55,41.1239,-100.7654,30.25,60,1,1.99
188,Port Hope,US,2021-12-20 23:32:43,43.9408,-82.7127,37.47,70,100,12.66
189,Cabo San Lucas,MX,2021-12-20 23:28:15,22.8909,-109.9124,76.3,62,75,1.99
190,Callaway,US,2021-12-20 23:32:43,30.153,-85.5699,51.73,90,90,5.01
191,Luanda,AO,2021-12-20 23:29:42,-8.8368,13.2343,76.78,82,60,7.38
192,Lae,PG,2021-12-20 23:32:44,-6.7221,146.9847,79.47,84,100,1.34
193,Atar,MR,2021-12-20 23:32:44,20.5169,-13.0499,71.64,39,100,10.22
194,Saint-Leu,RE,2021-12-20 23:32:44,-21.15,55.2833,76.03,95,77,11.39
195,Santiago Do Cacem,PT,2021-12-20 23:32:45,38.0169,-8.6948,60.04,87,100,10.25
196,Bengkulu,ID,2021-12-20 23:32:45,-3.8004,102.2655,76.98,90,99,3.53
197,Grand Gaube,MU,2021-12-20 23:32:45,-20.0064,57.6608,77.4,74,53,9.22
198,Dwarka,IN,2021-12-20 23:32:45,22.2394,68.9678,69.67,51,0,6.91
199,Saskylakh,RU,2021-12-20 23:32:46,71.9167,114.0833,-17.64,99,95,5.3
200,Bubaque,GW,2021-12-20 23:32:46,11.2833,-15.8333,80.71,73,50,9.31
201,Sao Filipe,CV,2021-12-20 23:32:46,14.8961,-24.4956,74.62,79,100,11.21
202,Saint George,US,2021-12-20 23:32:46,37.1041,-113.5841,57.67,39,1,1.99
203,Ondjiva,AO,2021-12-20 23:32:47,-17.0667,15.7333,77.99,43,44,10.6
204,Aguada,PR,2021-12-20 23:32:47,18.3794,-67.1882,77.72,92,1,1.99
205,Mackenzie,CA,2021-12-20 23:32:47,55.2999,-123.1698,-0.18,85,90,9.22
206,Toul,FR,2021-12-20 23:32:48,48.6667,5.9167,31.12,93,0,8.05
207,Port Macquarie,AU,2021-12-20 23:28:19,-31.4333,152.9167,90.9,62,3,7.9
208,Flinders,AU,2021-12-20 23:32:48,-34.5833,150.8552,83.8,47,1,6.11
209,Puerto Ayora,EC,2021-12-20 23:28:58,-0.7393,-90.3518,69.55,95,87,8.01
210,Ipero,BR,2021-12-20 23:32:48,-23.3503,-47.6886,78.15,83,12,7.76
211,Lucapa,AO,2021-12-20 23:32:49,-8.4192,20.7447,67.35,97,97,1.66
212,Hilo,US,2021-12-20 23:28:55,19.7297,-155.09,78.28,38,75,5.75
213,Olafsvik,IS,2021-12-20 23:32:49,64.8945,-23.7142,40.64,82,83,6.06
